Poison	Oddish	043	Route 14	route	Venonat	048	Poison
Poison	Oddish	043	Route 14	route	Bellsprout	069	Grass
Poison	Oddish	043	Route 14	route	Bellsprout	069	Poison
Poison	Oddish	043	Route 14	route	Weepinbell	070	Grass
Poison	Oddish	043	Route 14	route	Weepinbell	070	Poison
Poison	Oddish	043	Route 14	route	Ditto	132	Normal
Poison	Oddish	043	Route 14	route	Magikarp	129	Water
Poison	Oddish	043	Route 14	route	Poliwag	060	Water
Poison	Oddish	043	Route 14	route	Goldeen	118	Water
Poison	Oddish	043	Route 13	route	Pidgey	016	Normal
Poison	Oddish	043	Route 13	route	Pidgey	016	Flying
Poison	Oddish	043	Route 13	route	Gloom	044	Grass
Poison	Oddish	043	Route 13	route	Gloom	044	Poison
Poison	Oddish	043	Route 13	route	Venonat	048	Bug
Poison	Oddish	043	Route 13	route	Venonat	048	Poison
Poison	Oddish	043	Route 13	route	Bellsprout	069	Grass
Poison	Oddish	043	Route 13	route	Bellsprout	069	Poison
Poison	Oddish	043	Route 13	route	Weepinbell	070	Grass
Poison	Oddish	043	Route 13	route	Weepinbell	070	Poison
Poison	Oddish	043	Route 13	route	Ditto	132	Normal
Poison	Oddish	043	Route 13	route	Magikarp	129	Water
Poison	Oddish	043	Route 13	route	Poliwag	060	Water
Poison	Oddish	043	Route 13	route	Goldeen	118	Water
Poison	Oddish	043	Route 13	route	Tentacool	072	Water
Poison	Oddish	043	Route 13	route	Tentacool	072	Poison
Poison	Oddish	043	Route 13	route	Krabby	098	Water
Poison	Gloom	044	Route 15	route	Pidgey	016	Normal
Poison	Gloom	044	Route 15	route	Pidgey	016	Flying
Poison	Gloom	044	Route 15	route	Pidgeotto	017	Normal
Poison	Gloom	044	Route 15	route	Pidgeotto	017	Flying
Poison	Gloom	044	Route 15	route	Oddish	043	Grass
Poison	Gloom	044	Route 15	route	Oddish	043	Poison
Poison	Gloom	044	Route 15	route	Venonat	048	Bug
Poison	Gloom	044	Route 15	route	Venonat	048	Poison
Poison	Gloom	044	Route 15	route	Bellsprout	069	Grass
Poison	Gloom	044	Route 15	route	Bellsprout	069	Poison
Poison	Gloom	044	Route 15	route	Weepinbell	070	Grass
Poison	Gloom	044	Route 15	route	Weepinbell	070	Poison
Poison	Gloom	044	Route 15	route	Ditto	132	Normal
Poison	Gloom	044	Route 14	route	Pidgey	016	Normal
Poison	Gloom	044	Route 14	route	Pidgey	016	Flying
Poison	Gloom	044	Route 14	route	Pidgeotto	017	Normal
Poison	Gloom	044	Route 14	route	Pidgeotto	017	Flying
Poison	Gloom	044	Route 14	route	Oddish	043	Grass
Poison	Gloom	044	Route 14	route	Oddish	043	Poison
Poison	Gloom	044	Route 14	route	Venonat	048	Bug
Poison	Gloom	044	Route 14	route	Venonat	048	Poison
Poison	Gloom	044	Route 14	route	Bellsprout	069	Grass
Poison	Gloom	044	Route 14	route	Bellsprout	069	Poison
Poison	Gloom	044	Route 14	route	Weepinbell	070	Grass
Poison	Gloom	044	Route 14	route	Weepinbell	070	Poison
Poison	Gloom	044	Route 14	route	Ditto	132	Normal
Poison	Gloom	044	Route 14	route	Magikarp	129	Water
Poison	Gloom	044	Route 14	route	Poliwag	060	Water
Poison	Gloom	044	Route 14	route	Goldeen	118	Water
Poison	Gloom	044	Route 13	route	Pidgey	016	Normal
Poison	Gloom	044	Route 13	route	Pidgey	016	Flying
Poison	Gloom	044	Route 13	route	Oddish	043	Grass
Poison	Gloom	044	Route 13	route	Oddish	043	Poison
Poison	Gloom	044	Route 13	route	Venonat	048	Bug
Poison	Gloom	044	Route 13	route	Venonat	048	Poison
Poison	Gloom	044	Route 13	route	Bellsprout	069	Grass
Poison	Gloom	044	Route 13	route	Bellsprout	069	Poison
Poison	Gloom	044	Route 13	route	Weepinbell	070	Grass
Poison	Gloom	044	Route 13	route	Weepinbell	070	Poison
Poison	Gloom	044	Route 13	route	Ditto	132	Normal
Poison	Gloom	044	Route 13	route	Magikarp	129	Water
Poison	Gloom	044	Route 13	route	Poliwag	060	Water
Poison	Gloom	044	Route 13	route	Goldeen	118	Water
Poison	Gloom	044	Route 13	route	Tentacool	072	Water
Poison	Gloom	044	Route 13	route	Tentacool	072	Poison
Poison	Gloom	044	Route 13	route	Krabby	098	Water
Poison	Venonat	048	Route 15	route	Pidgey	016	Normal
Poison	Venonat	048	Route 15	route	Pidgey	016	Flying
Poison	Venonat	048	Route 15	route	Pidgeotto	017	Normal
Poison	Venonat	048	Route 15	route	Pidgeotto	017	Flying
Poison	Venonat	048	Route 15	route	Oddish	043	Grass
Poison	Venonat	048	Route 15	route	Oddish	043	Poison
Poison	Venonat	048	Route 15	route	Gloom	044	Grass
Poison	Venonat	048	Route 15	route	Gloom	044	Poison
Poison	Venonat	048	Route 15	route	Bellsprout	069	Grass
Poison	Venonat	048	Route 15	route	Bellsprout	069	Poison
Poison	Venonat	048	Route 15	route	Weepinbell	070	Grass
Poison	Venonat	048	Route 15	route	Weepinbell	070	Poison
Poison	Venonat	048	Route 15	route	Ditto	132	Normal
Poison	Venonat	048	Route 14	route	Pidgey	016	Normal
Poison	Venonat	048	Route 14	route	Pidgey	016	Flying
Poison	Venonat	048	Route 14	route	Pidgeotto	017	Normal
Poison	Venonat	048	Route 14	route	Pidgeotto	017	Flying
Poison	Venonat	048	Route 14	route	Oddish	043	Grass
Poison	Venonat	048	Route 14	route	Oddish	043	Poison
Poison	Venonat	048	Route 14	route	Gloom	044	Grass
Poison	Venonat	048	Route 14	route	Gloom	044	Poison
Poison	Venonat	048	Route 14	route	Bellsprout	069	Grass
Poison	Venonat	048	Route 14	route	Bellsprout	069	Poison
Poison	Venonat	048	Route 14	route	Weepinbell	070	Grass
Poison	Venonat	048	Route 14	route	Weepinbell	070	Poison
Poison	Venonat	048	Route 14	route	Ditto	132	Normal
Poison	Venonat	048	Route 14	route	Magikarp	129	Water
Poison	Venonat	048	Route 14	route	Poliwag	060	Water
Poison	Venonat	048	Route 14	route	Goldeen	118	Water
Poison	Venonat	048	Route 13	route	Pidgey	016	Normal
Poison	Venonat	048	Route 13	route	Pidgey	016	Flying
Poison	Venonat	048	Route 13	route	Oddish	043	Grass
Poison	Venonat	048	Route 13	route	Oddish	043	Poison
Poison	Venonat	048	Route 13	route	Gloom	044	Grass
Poison	Venonat	048	Route 13	route	Gloom	044	Poison
Poison	Venonat	048	Route 13	route	Bellsprout	069	Grass
Poison	Venonat	048	Route 13	route	Bellsprout	069	Poison
Poison	Venonat	048	Route 13	route	Weepinbell	070	Grass
Poison	Venonat	048	Route 13	route	Weepinbell	070	Poison
Poison	Venonat	048	Route 13	route	Ditto	132	Normal
Poison	Venonat	048	Route 13	route	Magikarp	129	Water
Poison	Venonat	048	Route 13	route	Poliwag	060	Water
Poison	Venonat	048	Route 13	route	Goldeen	118	Water
Poison	Venonat	048	Route 13	route	Tentacool	072	Water
Poison	Venonat	048	Route 13	route	Tentacool	072	Poison
Poison	Venonat	048	Route 13	route	Krabby	098	Water
Poison	Venonat	048	Safari Zone	landmark	Nidoran	029	Poison
Poison	Venonat	048	Safari Zone	landmark	Nidorina	030	Poison
Poison	Venonat	048	Safari Zone	landmark	Nidoran	032	Poison
Poison	Venonat	048	Safari Zone	landmark	Nidorino	033	Poison
Poison	Venonat	048	Safari Zone	landmark	Parasect	047	Bug
Poison	Venonat	048	Safari Zone	landmark	Parasect	047	Grass
Poison	Venonat	048	Safari Zone	landmark	Exeggcute	102	Grass
Poison	Venonat	048	Safari Zone	landmark	Exeggcute	102	Psychic
Poison	Venonat	048	Safari Zone	landmark	Rhyhorn	111	Ground
Poison	Venonat	048	Safari Zone	landmark	Rhyhorn	111	Rock
Poison	Venonat	048	Safari Zone	landmark	Chansey	113	Normal
Poison	Venonat	048	Safari Zone	landmark	Scyther	123	Bug
Poison	Venonat	048	Safari Zone	landmark	Scyther	123	Flying
Poison	Venonat	048	Safari Zone	landmark	Pinsir	127	Bug
Poison	Venomoth	049	Victory Road	landmark	Zubat	041	Poison
Poison	Venomoth	049	Victory Road	landmark	Zubat	041	Flying
Poison	Venomoth	049	Victory Road	landmark	Golbat	042	Poison
Poison	Venomoth	049	Victory Road	landmark	Golbat	042	Flying
Poison	Venomoth	049	Victory Road	landmark	Machop	066	Fighting
Poison	Venomoth	049	Victory Road	landmark	Machoke	067	Fighting
Poison	Venomoth	049	Victory Road	landmark	Geodude	074	Rock
Poison	Venomoth	049	Victory Road	landmark	Geodude	074	Ground
Poison	Venomoth	049	Victory Road	landmark	Graveler	075	Rock
Poison	Venomoth	049	Victory Road	landmark	Graveler	075	Ground
Poison	Venomoth	049	Victory Road	landmark	Onix	095	Rock
Poison	Venomoth	049	Victory Road	landmark	Onix	095	Ground
Poison	Venomoth	049	Victory Road	landmark	Marowak	105	Ground
Poison	Venomoth	049	Victory Road	landmark	Moltres	146	Fire,
Poison	Venomoth	049	Victory Road	landmark	Moltres	146	Flying
Poison	Bellsprout	069	Route 15	route	Pidgey	016	Normal
Poison	Bellsprout	069	Route 15	route	Pidgey	016	Flying
Poison	Bellsprout	069	Route 15	route	Pidgeotto	017	Normal
Poison	Bellsprout	069	Route 15	route	Pidgeotto	017	Flying
Poison	Bellsprout	069	Route 15	route	Oddish	043	Grass
Poison	Bellsprout	069	Route 15	route	Oddish	043	Poison
Poison	Bellsprout	069	Route 15	route	Gloom	044	Grass
Poison	Bellsprout	069	Route 15	route	Gloom	044	Poison
Poison	Bellsprout	069	Route 15	route	Venonat	048	Bug
Poison	Bellsprout	069	Route 15	route	Venonat	048	Poison
Poison	Bellsprout	069	Route 15	route	Weepinbell	070	Grass
Poison	Bellsprout	069	Route 15	route	Weepinbell	070	Poison
Poison	Bellsprout	069	Route 15	route	Ditto	132	Normal
Poison	Bellsprout	069	Route 14	route	Pidgey	016	Normal
Poison	Bellsprout	069	Route 14	route	Pidgey	016	Flying
Poison	Bellsprout	069	Route 14	route	Pidgeotto	017	Normal
Poison	Bellsprout	069	Route 14	route	Pidgeotto	017	Flying
Poison	Bellsprout	069	Route 14	route	Oddish	043	Grass
Poison	Bellsprout	069	Route 14	route	Oddish	043	Poison
Poison	Bellsprout	069	Route 14	route	Gloom	044	Grass
Poison	Bellsprout	069	Route 14	route	Gloom	044	Poison
Poison	Bellsprout	069	Route 14	route	Venonat	048	Bug
Poison	Bellsprout	069	Route 14	route	Venonat	048	Poison
Poison	Bellsprout	069	Route 14	route	Weepinbell	070	Grass
Poison	Bellsprout	069	Route 14	route	Weepinbell	070	Poison
Poison	Bellsprout	069	Route 14	route	Ditto	132	Normal
Poison	Bellsprout	069	Route 14	route	Magikarp	129	Water
Poison	Bellsprout	069	Route 14	route	Poliwag	060	Water
Poison	Bellsprout	069	Route 14	route	Goldeen	118	Water
Poison	Bellsprout	069	Route 13	route	Pidgey	016	Normal
Poison	Bellsprout	069	Route 13	route	Pidgey	016	Flying
Poison	Bellsprout	069	Route 13	route	Oddish	043	Grass
Poison	Bellsprout	069	Route 13	route	Oddish	043	Poison
Poison	Bellsprout	069	Route 13	route	Gloom	044	Grass
Poison	Bellsprout	069	Route 13	route	Gloom	044	Poison
Poison	Bellsprout	069	Route 13	route	Venonat	048	Bug
Poison	Bellsprout	069	Route 13	route	Venonat	048	Poison
Poison	Bellsprout	069	Route 13	route	Weepinbell	070	Grass
Poison	Bellsprout	069	Route 13	route	Weepinbell	070	Poison
Poison	Bellsprout	069	Route 13	route	Ditto	132	Normal
Poison	Bellsprout	069	Route 13	route	Magikarp	129	Water
Poison	Bellsprout	069	Route 13	route	Poliwag	060	Water
Poison	Bellsprout	069	Route 13	route	Goldeen	118	Water
Poison	Bellsprout	069	Route 13	route	Tentacool	072	Water
Poison	Bellsprout	069	Route 13	route	Tentacool	072	Poison
Poison	Bellsprout	069	Route 13	route	Krabby	098	Water
Poison	Weepinbell	070	Route 15	route	Pidgey	016	Normal
Poison	Weepinbell	070	Route 15	route	Pidgey	016	Flying
Poison	Weepinbell	070	Route 15	route	Pidgeotto	017	Normal
Poison	Weepinbell	070	Route 15	route	Pidgeotto	017	Flying
Poison	Weepinbell	070	Route 15	route	Oddish	043	Grass
Poison	Weepinbell	070	Route 15	route	Oddish	043	Poison
Poison	Weepinbell	070	Route 15	route	Gloom	044	Grass
Poison	Weepinbell	070	Route 15	route	Gloom	044	Poison
Poison	Weepinbell	070	Route 15	route	Venonat	048	Bug
Poison	Weepinbell	070	Route 15	route	Venonat	048	Poison
Poison	Weepinbell	070	Route 15	route	Bellsprout	069	Grass
Poison	Weepinbell	070	Route 15	route	Bellsprout	069	Poison
Poison	Weepinbell	070	Route 15	route	Ditto	132	Normal
Poison	Weepinbell	070	Route 14	route	Pidgey	016	Normal
Poison	Weepinbell	070	Route 14	route	Pidgey	016	Flying
Poison	Weepinbell	070	Route 14	route	Pidgeotto	017	Normal
Poison	Weepinbell	070	Route 14	route	Pidgeotto	017	Flying
Poison	Weepinbell	070	Route 14	route	Oddish	043	Grass
Poison	Weepinbell	070	Route 14	route	Oddish	043	Poison
Poison	Weepinbell	070	Route 14	route	Gloom	044	Grass
Poison	Weepinbell	070	Route 14	route	Gloom	044	Poison
Poison	Weepinbell	070	Route 14	route	Venonat	048	Bug
Poison	Weepinbell	070	Route 14	route	Venonat	048	Poison
Poison	Weepinbell	070	Route 14	route	Bellsprout	069	Grass
Poison	Weepinbell	070	Route 14	route	Bellsprout	069	Poison
Poison	Weepinbell	070	Route 14	route	Ditto	132	Normal
Poison	Weepinbell	070	Route 14	route	Magikarp	129	Water
Poison	Weepinbell	070	Route 14	route	Poliwag	060	Water
Poison	Weepinbell	070	Route 14	route	Goldeen	118	Water
Poison	Weepinbell	070	Route 13	route	Pidgey	016	Normal
Poison	Weepinbell	070	Route 13	route	Pidgey	016	Flying
Poison	Weepinbell	070	Route 13	route	Oddish	043	Grass
Poison	Weepinbell	070	Route 13	route	Oddish	043	Poison
Poison	Weepinbell	070	Route 13	route	Gloom	044	Grass
Poison	Weepinbell	070	Route 13	route	Gloom	044	Poison
Poison	Weepinbell	070	Route 13	route	Venonat	048	Bug
Poison	Weepinbell	070	Route 13	route	Venonat	048	Poison
Poison	Weepinbell	070	Route 13	route	Bellsprout	069	Grass
Poison	Weepinbell	070	Route 13	route	Bellsprout	069	Poison
Poison	Weepinbell	070	Route 13	route	Ditto	132	Normal
Poison	Weepinbell	070	Route 13	route	Magikarp	129	Water
Poison	Weepinbell	070	Route 13	route	Poliwag	060	Water
Poison	Weepinbell	070	Route 13	route	Goldeen	118	Water
Poison	Weepinbell	070	Route 13	route	Tentacool	072	Water
Poison	Weepinbell	070	Route 13	route	Tentacool	072	Poison
Poison	Weepinbell	070	Route 13	route	Krabby	098	Water
Poison	Tentacool	072	Route 13	route	Pidgey	016	Normal
Poison	Tentacool	072	Route 13	route	Pidgey	016	Flying
Poison	Tentacool	072	Route 13	route	Oddish	043	Grass
Poison	Tentacool	072	Route 13	route	Oddish	043	Poison
Poison	Tentacool	072	Route 13	route	Gloom	044	Grass
Poison	Tentacool	072	Route 13	route	Gloom	044	Poison
Poison	Tentacool	072	Route 13	route	Venonat	048	Bug
Poison	Tentacool	072	Route 13	route	Venonat	048	Poison
Poison	Tentacool	072	Route 13	route	Bellsprout	069	Grass
Poison	Tentacool	072	Route 13	route	Bellsprout	069	Poison
Poison	Tentacool	072	Route 13	route	Weepinbell	070	Grass
Poison	Tentacool	072	Route 13	route	Weepinbell	070	Poison
Poison	Tentacool	072	Route 13	route	Ditto	132	Normal
Poison	Tentacool	072	Route 13	route	Magikarp	129	Water
Poison	Tentacool	072	Route 13	route	Poliwag	060	Water
Poison	Tentacool	072	Route 13	route	Goldeen	118	Water
Poison	Tentacool	072	Route 13	route	Krabby	098	Water
Fire	Charmander	004	Pallet Town	city/town	Bulbasaur	001	Grass
Fire	Charmander	004	Pallet Town	city/town	Bulbasaur	001	Poison
Fire	Charmander	004	Pallet Town	city/town	Squirtle	007	Water
Fire	Charmander	004	Pallet Town	city/town	Pikachu	025	Electric
Fire	Charmander	004	Pallet Town	city/town	Eevee	133	Normal
Fire	Moltres	146	Victory Road	landmark	Zubat	041	Poison
Fire	Moltres	146	Victory Road	landmark	Zubat	041	Flying
Fire	Moltres	146	Victory Road	landmark	Golbat	042	Poison
Fire	Moltres	146	Victory Road	landmark	Golbat	042	Flying
Fire	Moltres	146	Victory Road	landmark	Machop	066	Fighting
Fire	Moltres	146	Victory Road	landmark	Machoke	067	Fighting
Fire	Moltres	146	Victory Road	landmark	Geodude	074	Rock
Fire	Moltres	146	Victory Road	landmark	Geodude	074	Ground
Fire	Moltres	146	Victory Road	landmark	Graveler	075	Rock
Fire	Moltres	146	Victory Road	landmark	Graveler	075	Ground
Fire	Moltres	146	Victory Road	landmark	Onix	095	Rock
Fire	Moltres	146	Victory Road	landmark	Onix	095	Ground
Fire	Moltres	146	Victory Road	landmark	Marowak	105	Ground
Fire	Moltres	146	Victory Road	landmark	Venomoth	049	Bug
Fire	Moltres	146	Victory Road	landmark	Venomoth	049	Poison
Flying	Pidgey	016	Route 15	route	Pidgeotto	017	Normal
Flying	Pidgey	016	Route 15	route	Pidgeotto	017	Flying
Flying	Pidgey	016	Route 15	route	Oddish	043	Grass
Flying	Pidgey	016	Route 15	route	Oddish	043	Poison
Flying	Pidgey	016	Route 15	route	Gloom	044	Grass
Flying	Pidgey	016	Route 15	route	Gloom	044	Poison
Flying	Pidgey	016	Route 15	route	Venonat	048	Bug
Flying	Pidgey	016	Route 15	route	Venonat	048	Poison
Flying	Pidgey	016	Route 15	route	Bellsprout	069	Grass
Flying	Pidgey	016	Route 15	route	Bellsprout	069	Poison
Flying	Pidgey	016	Route 15	route	Weepinbell	070	Grass
Flying	Pidgey	016	Route 15	route	Weepinbell	070	Poison
Flying	Pidgey	016	Route 15	route	Ditto	132	Normal
Flying	Pidgey	016	Route 14	route	Pidgeotto	017	Normal
Flying	Pidgey	016	Route 14	route	Pidgeotto	017	Flying
Flying	Pidgey	016	Route 14	route	Oddish	043	Grass
Flying	Pidgey	016	Route 14	route	Oddish	043	Poison
Flying	Pidgey	016	Route 14	route	Gloom	044	Grass
Flying	Pidgey	016	Route 14	route	Gloom	044	Poison
Flying	Pidgey	016	Route 14	route	Venonat	048	Bug
Flying	Pidgey	016	Route 14	route	Venonat	048	Poison
Flying	Pidgey	016	Route 14	route	Bellsprout	069	Grass
Flying	Pidgey	016	Route 14	route	Bellsprout	069	Poison
Flying	Pidgey	016	Route 14	route	Weepinbell	070	Grass
Flying	Pidgey	016	Route 14	route	Weepinbell	070	Poison
Flying	Pidgey	016	Route 14	route	Ditto	132	Normal
Flying	Pidgey	016	Route 14	route	Magikarp	129	Water
Flying	Pidgey	016	Route 14	route	Poliwag	060	Water
Flying	Pidgey	016	Route 14	route	Goldeen	118	Water
Flying	Pidgey	016	Route 13	route	Oddish	043	Grass
Flying	Pidgey	016	Route 13	route	Oddish	043	Poison
Flying	Pidgey	016	Route 13	route	Gloom	044	Grass
Flying	Pidgey	016	Route 13	route	Gloom	044	Poison
Flying	Pidgey	016	Route 13	route	Venonat	048	Bug
Flying	Pidgey	016	Route 13	route	Venonat	048	Poison
Flying	Pidgey	016	Route 13	route	Bellsprout	069	Grass
Flying	Pidgey	016	Route 13	route	Bellsprout	069	Poison
Flying	Pidgey	016	Route 13	route	Weepinbell	070	Grass
Flying	Pidgey	016	Route 13	route	Weepinbell	070	Poison
Flying	Pidgey	016	Route 13	route	Ditto	132	Normal
Flying	Pidgey	016	Route 13	route	Magikarp	129	Water
Flying	Pidgey	016	Route 13	route	Poliwag	060	Water
Flying	Pidgey	016	Route 13	route	Goldeen	118	Water
Flying	Pidgey	016	Route 13	route	Tentacool	072	Water
Flying	Pidgey	016	Route 13	route	Tentacool	072	Poison
Flying	Pidgey	016	Route 13	route	Krabby	098	Water
Flying	Pidgey	016	route 1	route	Rattata	019	Normal
Flying	Pidgeotto	017	Route 15	route	Pidgey	016	Normal
Flying	Pidgeotto	017	Route 15	route	Pidgey	016	Flying
Flying	Pidgeotto	017	Route 15	route	Oddish	043	Grass
Flying	Pidgeotto	017	Route 15	route	Oddish	043	Poison
Flying	Pidgeotto	017	Route 15	route	Gloom	044	Grass
Flying	Pidgeotto	017	Route 15	route	Gloom	044	Poison
Flying	Pidgeotto	017	Route 15	route	Venonat	048	Bug
Flying	Pidgeotto	017	Route 15	route	Venonat	048	Poison
Flying	Pidgeotto	017	Route 15	route	Bellsprout	069	Grass
Flying	Pidgeotto	017	Route 15	route	Bellsprout	069	Poison
Flying	Pidgeotto	017	Route 15	route	Weepinbell	070	Grass
Flying	Pidgeotto	017	Route 15	route	Weepinbell	070	Poison
Flying	Pidgeotto	017	Route 15	route	Ditto	132	Normal
Flying	Pidgeotto	017	Route 14	route	Pidgey	016	Normal
Flying	Pidgeotto	017	Route 14	route	Pidgey	016	Flying
Flying	Pidgeotto	017	Route 14	route	Oddish	043	Grass
Flying	Pidgeotto	017	Route 14	route	Oddish	043	Poison
Flying	Pidgeotto	017	Route 14	route	Gloom	044	Grass
Flying	Pidgeotto	017	Route 14	route	Gloom	044	Poison
Flying	Pidgeotto	017	Route 14	route	Venonat	048	Bug
Flying	Pidgeotto	017	Route 14	route	Venonat	048	Poison
Flying	Pidgeotto	017	Route 14	route	Bellsprout	069	Grass
Flying	Pidgeotto	017	Route 14	route	Bellsprout	069	Poison
Flying	Pidgeotto	017	Route 14	route	Weepinbell	070	Grass
Flying	Pidgeotto	017	Route 14	route	Weepinbell	070	Poison
Flying	Pidgeotto	017	Route 14	route	Ditto	132	Normal
Flying	Pidgeotto	017	Route 14	route	Magikarp	129	Water
Flying	Pidgeotto	017	Route 14	route	Poliwag	060	Water
Flying	Pidgeotto	017	Route 14	route	Goldeen	118	Water
Flying	Zubat	041	Victory Road	landmark	Golbat	042	Poison
Flying	Zubat	041	Victory Road	landmark	Golbat	042	Flying
Flying	Zubat	041	Victory Road	landmark	Machop	066	Fighting
Flying	Zubat	041	Victory Road	landmark	Machoke	067	Fighting
Flying	Zubat	041	Victory Road	landmark	Geodude	074	Rock
Flying	Zubat	041	Victory Road	landmark	Geodude	074	Ground
Flying	Zubat	041	Victory Road	landmark	Graveler	075	Rock
Flying	Zubat	041	Victory Road	landmark	Graveler	075	Ground
Flying	Zubat	041	Victory Road	landmark	Onix	095	Rock
Flying	Zubat	041	Victory Road	landmark	Onix	095	Ground
Flying	Zubat	041	Victory Road	landmark	Marowak	105	Ground
Flying	Zubat	041	Victory Road	landmark	Moltres	146	Fire,
Flying	Zubat	041	Victory Road	landmark	Moltres	146	Flying
Flying	Zubat	041	Victory Road	landmark	Venomoth	049	Bug
Flying	Zubat	041	Victory Road	landmark	Venomoth	049	Poison
Flying	Zubat	041	Seafoam I	landmark	Golbat	042	Poison
Flying	Zubat	041	Seafoam I	landmark	Golbat	042	Flying
Flying	Zubat	041	Seafoam I	landmark	Psyduck	054	Water
Flying	Zubat	041	Seafoam I	landmark	Golduck	055	Water
Flying	Zubat	041	Seafoam I	landmark	Poliwag	060	Water
Flying	Zubat	041	Seafoam I	landmark	Slowpoke	079	Water
Flying	Zubat	041	Seafoam I	landmark	Slowpoke	079	Psychic
Flying	Zubat	041	Seafoam I	landmark	Slowbro	080	Water
Flying	Zubat	041	Seafoam I	landmark	Slowbro	080	Psychic
Flying	Zubat	041	Seafoam I	landmark	Seel	086	Water
Flying	Zubat	041	Seafoam I	landmark	Dewgong	087	Water
Flying	Zubat	041	Seafoam I	landmark	Dewgong	087	Ice
Flying	Zubat	041	Seafoam I	landmark	Shellder	090	Water
Flying	Zubat	041	Seafoam I	landmark	Krabby	098	Water
Flying	Zubat	041	Seafoam I	landmark	Kingler	099	Water
Flying	Zubat	041	Seafoam I	landmark	Horsea	116	Water
Flying	Zubat	041	Seafoam I	landmark	Seadra	117	Water
Flying	Zubat	041	Seafoam I	landmark	Goldeen	118	Water
Flying	Zubat	041	Seafoam I	landmark	Staryu	120	Water
Flying	Zubat	041	Seafoam I	landmark	Magikarp	129	Water
Flying	Zubat	041	Seafoam I	landmark	Articuno	144	Ice
Flying	Zubat	041	Seafoam I	landmark	Articuno	144	Flying
Flying	Zubat	041	Rock Tunnel	landmark	Snorlax	143	Normal
Flying	Zubat	041	Rock Tunnel	landmark	Geodude	074	Rock
Flying	Zubat	041	Rock Tunnel	landmark	Geodude	074	Ground
Flying	Zubat	041	Rock Tunnel	landmark	Machop	066	Fighting
Flying	Zubat	041	Rock Tunnel	landmark	Onix	095	Rock
Flying	Zubat	041	Rock Tunnel	landmark	Onix	095	Ground
Flying	Golbat	042	Victory Road	landmark	Zubat	041	Poison
Flying	Golbat	042	Victory Road	landmark	Zubat	041	Flying
Flying	Golbat	042	Victory Road	landmark	Machop	066	Fighting
Flying	Golbat	042	Victory Road	landmark	Machoke	067	Fighting
Flying	Golbat	042	Victory Road	landmark	Geodude	074	Rock
Flying	Golbat	042	Victory Road	landmark	Geodude	074	Ground
Flying	Golbat	042	Victory Road	landmark	Graveler	075	Rock
Flying	Golbat	042	Victory Road	landmark	Graveler	075	Ground
Flying	Golbat	042	Victory Road	landmark	Onix	095	Rock
Flying	Golbat	042	Victory Road	landmark	Onix	095	Ground
Flying	Golbat	042	Victory Road	landmark	Marowak	105	Ground
Flying	Golbat	042	Victory Road	landmark	Moltres	146	Fire,
Flying	Golbat	042	Victory Road	landmark	Moltres	146	Flying
Flying	Golbat	042	Victory Road	landmark	Venomoth	049	Bug
Flying	Golbat	042	Victory Road	landmark	Venomoth	049	Poison
Flying	Golbat	042	Seafoam I	landmark	Zubat	041	Poison
Flying	Golbat	042	Seafoam I	landmark	Zubat	041	Flying
Flying	Golbat	042	Seafoam I	landmark	Psyduck	054	Water
Flying	Golbat	042	Seafoam I	landmark	Golduck	055	Water
Flying	Golbat	042	Seafoam I	landmark	Poliwag	060	Water
Flying	Golbat	042	Seafoam I	landmark	Slowpoke	079	Water
Flying	Golbat	042	Seafoam I	landmark	Slowpoke	079	Psychic
Flying	Golbat	042	Seafoam I	landmark	Slowbro	080	Water
Flying	Golbat	042	Seafoam I	landmark	Slowbro	080	Psychic
Flying	Golbat	042	Seafoam I	landmark	Seel	086	Water
Flying	Golbat	042	Seafoam I	landmark	Dewgong	087	Water
Flying	Golbat	042	Seafoam I	landmark	Dewgong	087	Ice
Flying	Golbat	042	Seafoam I	landmark	Shellder	090	Water
Flying	Golbat	042	Seafoam I	landmark	Krabby	098	Water
Flying	Golbat	042	Seafoam I	landmark	Kingler	099	Water
Flying	Golbat	042	Seafoam I	landmark	Horsea	116	Water
Flying	Golbat	042	Seafoam I	landmark	Seadra	117	Water
Flying	Golbat	042	Seafoam I	landmark	Goldeen	118	Water
Flying	Golbat	042	Seafoam I	landmark	Staryu	120	Water
Flying	Golbat	042	Seafoam I	landmark	Magikarp	129	Water
Flying	Golbat	042	Seafoam I	landmark	Articuno	144	Ice
Flying	Golbat	042	Seafoam I	landmark	Articuno	144	Flying
Flying	Scyther	123	Safari Zone	landmark	Nidoran	029	Poison
Flying	Scyther	123	Safari Zone	landmark	Nidorina	030	Poison
Flying	Scyther	123	Safari Zone	landmark	Nidoran	032	Poison
Flying	Scyther	123	Safari Zone	landmark	Nidorino	033	Poison
Flying	Scyther	123	Safari Zone	landmark	Parasect	047	Bug
Flying	Scyther	123	Safari Zone	landmark	Parasect	047	Grass
Flying	Scyther	123	Safari Zone	landmark	Venonat	048	Bug
Flying	Scyther	123	Safari Zone	landmark	Venonat	048	Poison
Flying	Scyther	123	Safari Zone	landmark	Exeggcute	102	Grass
Flying	Scyther	123	Safari Zone	landmark	Exeggcute	102	Psychic
Flying	Scyther	123	Safari Zone	landmark	Rhyhorn	111	Ground
